FrameSync,DateTime (UTC+00:00),2114-Int-pH,2114-Ext-pH,2114-Temp,Sample Number (#),Error Flags (#),External pH (Volt),Internal pH (Volt),Relative Humidity (%),Int Temperature (Celsius)
SEAFET02114,10/7/22 3:00,7.9461,7.9754,28.1363,397,0,-0.829522,-0.880345,52.6,28
SEAFET02114,10/7/22 3:15,7.9504,7.9796,28.1335,398,0,-0.829274,-0.880088,52.6,28
SEAFET02114,10/7/22 3:30,7.9464,7.9759,28.1292,399,0,-0.829504,-0.880327,52.6,28
SEAFET02114,10/7/22 3:45,7.9468,7.9764,28.1254,400,0,-0.829476,-0.880302,52.6,28
SEAFET02114,10/7/22 4:00,7.9503,7.9797,28.1191,401,0,-0.829287,-0.880098,52.6,28
SEAFET02114,10/7/22 4:15,7.9476,7.9774,28.1178,402,0,-0.829424,-0.880262,52.6,28
SEAFET02114,10/7/22 4:30,7.9562,7.9861,28.1145,403,0,-0.828907,-0.879751,52.6,28
SEAFET02114,10/7/22 4:45,7.951,7.9807,28.1145,404,0,-0.829228,-0.880062,52.7,28
SEAFET02114,10/7/22 5:00,7.9485,7.9788,28.1133,405,0,-0.829347,-0.880209,52.7,28
SEAFET02114,10/7/22 5:15,7.9466,7.9764,28.1118,406,0,-0.829489,-0.880324,52.6,28
SEAFET02114,10/7/22 5:30,7.9481,7.9786,28.1099,407,0,-0.829363,-0.880238,52.6,28
SEAFET02114,10/7/22 5:45,7.9475,7.9775,28.1097,408,0,-0.829429,-0.880274,52.6,28
SEAFET02114,10/7/22 6:00,7.9497,7.9799,28.1099,409,0,-0.829285,-0.880142,52.6,28
SEAFET02114,10/7/22 6:15,7.9524,7.9825,28.109,410,0,-0.829128,-0.879978,52.6,28
SEAFET02114,10/7/22 6:30,7.9487,7.9791,28.1103,411,0,-0.829329,-0.880196,52.6,28
SEAFET02114,10/7/22 6:45,7.9411,7.9715,28.1114,412,0,-0.829784,-0.88065,52.6,28
SEAFET02114,10/7/22 7:00,7.9546,7.9857,28.1083,413,0,-0.828941,-0.879845,52.6,28
SEAFET02114,10/7/22 7:15,7.9423,7.9724,28.1099,414,0,-0.829732,-0.880579,52.6,28
SEAFET02114,10/7/22 7:30,7.9536,7.9843,28.1069,415,0,-0.829023,-0.87991,52.6,28
SEAFET02114,10/7/22 7:45,7.9506,7.9812,28.1067,416,0,-0.82921,-0.880085,52.6,28
SEAFET02114,10/7/22 8:00,7.9536,7.9841,28.1041,417,0,-0.829035,-0.879911,52.6,28
SEAFET02114,10/7/22 8:15,7.9611,7.992,28.1011,418,0,-0.82857,-0.879464,52.6,28
SEAFET02114,10/7/22 8:30,7.9621,7.9924,28.0988,419,0,-0.828546,-0.879407,52.6,28
SEAFET02114,10/7/22 8:45,7.9637,7.9949,28.099,420,0,-0.828398,-0.879308,52.6,28
SEAFET02114,10/7/22 9:00,7.961,7.9921,28.0994,421,0,-0.828567,-0.87947,52.6,28
SEAFET02114,10/7/22 9:15,7.9629,7.9941,28.1007,422,0,-0.828443,-0.879355,52.6,28
SEAFET02114,10/7/22 9:30,7.9649,7.9964,28.1034,423,0,-0.828305,-0.879237,52.6,28
SEAFET02114,10/7/22 9:45,7.9614,7.9926,28.1043,424,0,-0.828528,-0.879444,52.6,28
SEAFET02114,10/7/22 10:00,7.96,7.9907,28.1076,425,0,-0.828638,-0.879525,52.6,28
SEAFET02114,10/7/22 10:15,7.9598,7.9911,28.1097,426,0,-0.828612,-0.879533,52.6,28
SEAFET02114,10/7/22 10:30,7.9602,7.9915,28.1115,427,0,-0.82859,-0.879509,52.6,28
SEAFET02114,10/7/22 10:45,7.9645,7.9958,28.1122,428,0,-0.828332,-0.879251,52.6,28
SEAFET02114,10/7/22 11:00,7.9649,7.9961,28.1124,429,0,-0.828309,-0.87923,52.6,28
SEAFET02114,10/7/22 11:15,7.9655,7.9971,28.1142,430,0,-0.82825,-0.879194,52.6,28
SEAFET02114,10/7/22 11:30,7.9561,7.9879,28.1145,431,0,-0.828798,-0.879754,52.6,28
SEAFET02114,10/7/22 11:45,7.9572,7.9888,28.1145,432,0,-0.828746,-0.879689,52.6,28
SEAFET02114,10/7/22 12:00,7.959,7.9904,28.1145,433,0,-0.828648,-0.879581,52.6,28
SEAFET02114,10/7/22 12:15,7.9589,7.9907,28.1154,434,0,-0.828629,-0.879585,52.6,28
SEAFET02114,10/7/22 12:30,7.9594,7.9909,28.1171,435,0,-0.828615,-0.879554,52.6,28
SEAFET02114,10/7/22 12:45,7.9641,7.9953,28.1205,436,0,-0.82835,-0.879274,52.6,28
SEAFET02114,10/7/22 13:00,7.9641,7.994,28.1224,437,0,-0.828428,-0.879274,52.6,28
